Herbivore/Omnivore,Piscivore,Zoobenthivore,Zoobenthivore/Piscivore,Zooplanktivore/Zoobenthivore,HOOV_pre,ZPZB_pre,ZB_pre,ZBPV_pre,PV_pre,Kingdom,Phylum,Class,Order,Family,Genus,Species
a8e24af6cbb3b415b94c8cfaf135a83b,0,0,0,4.789574e-05,0,0,0,0,0.0212765957446809,0,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,,
fba52e61d14c928d8f3ae0e6ed9fcc7a,0,0,5.188053e-05,0,0,0,0,0.027027027027027,0,0,Bacteria,Acidobacteria,OS-K,,,,
7d9fa3e4e4f4b9d585302fd1be43149c,0,0,0.0001116819,0,0.0002886036,0,0.125,0.027027027027027,0,0,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,[Weeksellaceae],Chryseobacterium,
7f6431609b0556cfe01db292cdc74e7b,0,0,0.0001078206,0,0,0,0,0.027027027027027,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Ruegeria,lacuscaerulensis
4c113b63f60280893805bc2811c717bb,0,6.90417e-05,0,0,0,0,0,0,0,0.111111111111111,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,
522aa01ec55868236f0524b7e84be0b6,2.559247e-05,0,0,0,0,0.0714285714285714,0,0,0,0,Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,Piscirickettsiaceae,,
19beaff0e15bb17e542cdd605076847c,0,0.0004805151,0.0004187313,0.0004087664,0,0,0,0.108108108108108,0.0638297872340425,0.111111111111111,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,infantis
0e00f246bfb80d056318eb4a6eb0d22c,0,0,0,0,0.0001830319,0,0.125,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodovulum,
fffa6e97066887436ff2f78f9eb0b9b5,0,0,0.0001204335,0.0001930911,0,0,0,0.0810810810810811,0.106382978723404,0,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,,
3447abc614fceee2ec5839e18de7809c,0,0,0,6.221854e-05,0,0,0,0,0.0212765957446809,0,Bacteria,Planctomycetes,Phycisphaerae,Phycisphaerales,,,
c310ff779d89f2491e41d38e130a38cd,0,0,0,3.372527e-05,0,0,0,0,0.0212765957446809,0,Bacteria,Chloroflexi,Anaerolineae,GCA004,,,
fbc07388304d196d41b2f787314a2c84,0,0.0006692161,0,0,0,0,0,0,0,0.111111111111111,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,[Weeksellaceae],Chryseobacterium,
33b5dd54e076d41136731945f09a4848,0,0,0,2.087615e-05,0,0,0,0,0.0212765957446809,0,Bacteria,Bacteroidetes,[Saprospirae],[Saprospirales],Chitinophagaceae,Sediminibacterium,
0cfdc59d901466ab96f53ff664b40ffe,0,0,4.146192e-05,0,0,0,0,0.027027027027027,0,0,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,
6015096550fd059b39db028fea38f105,0.001331008,0,2.492885e-05,0.0003952712,0.0001739664,0.142857142857143,0.125,0.027027027027027,0.0212765957446809,0,Bacteria,Actinobacteria,,,,,
adf70d57c3a01983a61db5ad443ff8e2,0,0,3.00361e-05,0,0,0,0,0.027027027027027,0,0,Bacteria,WS3,PRR-12,GN03,KSB4,,
15195e8d9d7e3683ad0c582e1d575667,0,0,0,4.304252e-05,0,0,0,0,0.0212765957446809,0,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,
2f0dceda397c4e1496b4176266b9f3d6,0,0.0001793851,0.0003688371,0.0002638118,0,0,0,0.027027027027027,0.0425531914893617,0.111111111111111,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,
8024fb7993d360a90ef600f0ab0a565e,0,0,0,1.168402e-05,0,0,0,0,0.0212765957446809,0,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,
adc2740c67182208d05aef5d95e55862,0,0,0,1.952339e-05,0,0,0,0,0.0212765957446809,0,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,,,
b30e1712b89bc71ecd4dadbd8d46aa48,0,0,0,0,0.0004155892,0,0.125,0,0,0,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,[Paraprevotellaceae],[Prevotella],
feea1d776a6a50806119476d362c2da4,0,0,8.495337e-05,0,0,0,0,0.027027027027027,0,0,Bacteria,Cyanobacteria,4C0d-2,MLE1-12,,,
fe9b5e8686b41d8cb690d0dacf366bbe,0,0,8.759292e-05,0,0,0,0,0.027027027027027,0,0,Bacteria,Chlamydiae,Chlamydiia,Chlamydiales,,,
7bc846cc06469e220ec6270cf7d91fa9,0,0.0001940241,0,0,0,0,0,0,0,0.111111111111111,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Photobacterium,
432f8771cedcc7d83982e325e4a9dcbc,0,0,0,0,0.001609906,0,0.125,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,,
a19eee285e146061b51ad624d140735b,0,0,0,0.000108591,0,0,0,0,0.0212765957446809,0,Bacteria,,,,,,
6c737c30aa804f06e5b4561df991b44d,0,0,0,9.761697e-05,0,0,0,0,0.0212765957446809,0,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,
3562cbb9fa5fd7b55e712f7924ecd62d,0,9.3208e-05,0,0,0,0,0,0,0,0.111111111111111,Bacteria,WS3,PRR-12,Sediment-1,CV106,,
f011c9ea21efc42f865f332f018b85c0,0,7.169846e-05,0,0,0,0,0,0,0,0.111111111111111,Bacteria,GN02,GKS2-174,,,,
1d4bbab10b29f0f9205caccaba0ac773,0,0,0,0,0.0005935325,0,0.125,0,0,0,Bacteria,Acidobacteria,Acidobacteria-6,CCU21,,,
a2a76687257614a07601b1626bad0790,0.0001163016,0,0,0,0,0.0714285714285714,0,0,0,0,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,[Amoebophilaceae],,
bb5801b9fa5695def595b429c4d718fc,0,0,4.298623e-05,0,0,0,0,0.027027027027027,0,0,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Dermabacteraceae,Brachybacterium,
48b21fbd3f33a64e3cc218a564f7eae2,0,0,4.620882e-05,0,0,0,0,0.027027027027027,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,,,,
a1bf0ad0f7105d4a1163b61db3edf924,0,0,0.0002075736,0,0,0,0,0.027027027027027,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Bradyrhizobium,
e70ec3f618d0a443b5ba3f430198b830,0,0,5.865523e-05,0,0,0,0,0.027027027027027,0,0,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,,,
4dfa84b7ff4513077d4732a6bb3a3e06,0.00016597,0,0,0,0,0.0714285714285714,0,0,0,0,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Nannocystaceae,Plesiocystis,
f1d91bfa1afc2ecff7f9d0e9217d2184,0,0,0,2.664988e-05,0,0,0,0,0.0212765957446809,0,Bacteria,Proteobacteria,Gammaproteobacteria,[Marinicellales],[Marinicellaceae],,
a2cb734d563e3c9a0c589489c14aff06,0.0001237073,0,7.401025e-05,0,0,0.0714285714285714,0,0.0540540540540541,0,0,Bacteria,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophaceae,Desulfobacca,
3003895d2b8773d0118cb5d7bab275be,0,0,7.816238e-05,0,0,0,0,0.027027027027027,0,0,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfuromonadales,Desulfuromonadaceae,,
64712d7fa22ff02b80aa6df2a4c5e3af,0,0,0,3.821762e-05,0,0,0,0,0.0212765957446809,0,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,
23e4af46ab57aba19d0848e44f69b304,0,0,0.0001070722,0,0,0,0,0.027027027027027,0,0,Bacteria,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophaceae,Desulfobacca,
01b09bf380fe003189f22715e3635d52,0,0,0.0001656729,0,0,0,0,0.027027027027027,0,0,Bacteria,Chloroflexi,Anaerolineae,O4D2Z37,,,
95b76346471bc113e65a85a946bde23d,0,0,0,0,0.0001404616,0,0.125,0,0,0,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,OM60,,
5db955db01ea26827ac6fbe9953b3b9c,0,0,0,4.59396e-05,0,0,0,0,0.0212765957446809,0,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Jeotgalicoccus,psychrophilus
ff4fbd49d3b3fc091dc11ddc99b5781e,0,0,0,8.312879e-05,0,0,0,0,0.0212765957446809,0,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,ACK-M1,,
785f0a18f4f174480be752816920e1b0,0,0,0.0001043421,0,0,0,0,0.027027027027027,0,0,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae,,
e4417d1aee5678b9cbb2b61aff44f067,0,0,0,2.40958e-05,0,0,0,0,0.0212765957446809,0,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Gluconacetobacter,
be8bf070fc413f0adfb31df87e3392dd,0,0,1.871678e-05,0,0,0,0,0.027027027027027,0,0,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,
ff4060e635a5ab9f1d3549eb19a66e14,0,0.0015054488,0.0008581084,0,0,0,0,0.0540540540540541,0,0.111111111111111,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,
8b13856bd39da6637ab61cb54320f8c8,0,0,0,3.909276e-05,0,0,0,0,0.0212765957446809,0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Phaeobacter,
2665e0d8720da49d63f65ce6177c6079,0,0,0,4.250866e-05,0,0,0,0,0.0212765957446809,0,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Achromobacter,
e49f04e9ad779516b4238405b55eef84,0,0,0,4.354159e-05,0,0,0,0,0.0212765957446809,0,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,5-7N15,
693c43d52d04776551cb8e15aa1fb06e,0,0,7.831695e-05,0,0,0,0,0.027027027027027,0,0,Bacteria,Chloroflexi,Dehalococcoidetes,,,,
36cd9693ae5ab33e9a9e8ef8df7b6bf1,0,0,0,0,0.0006562096,0,0.25,0,0,0,Bacteria,Chloroflexi,Anaerolineae,Caldilineales,Caldilineaceae,,
546c1380b56cf7d4d99d315ce42651de,6.927607e-05,0,0,0,0,0.0714285714285714,0,0,0,0,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,
13fe854af2b1c0bd517942fa0ee6f47c,0,0,4.537371e-05,0,0,0,0,0.027027027027027,0,0,Bacteria,Gemmatimonadetes,Gemm-6,,,,
e00eb76f5f32f41ae4e573488c644a9f,0,0,3.486858e-05,0,0,0,0,0.027027027027027,0,0,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,,,
7415ff24085615c436ed9ab1e2bda1c1,0,0,8.191663e-05,0,0,0,0,0.027027027027027,0,0,Bacteria,Nitrospirae,Nitrospira,Nitrospirales,Nitrospiraceae,,
66d469128b822c4c39cbd4d1a9b82361,0,0,2.132964e-05,0,0,0,0,0.027027027027027,0,0,Bacteria,Firmicutes,Clostridia,Clostridiales,,,
9266a7d85ff275f7e3bf6301a0d6b8b3,0,0,7.678133e-06,0,0,0,0,0.027027027027027,0,0,Bacteria,Chlamydiae,Chlamydiia,Chlamydiales,,,
3103603a78fe6d6ea5ee23ab71026759,0,0,5.681818e-05,4.054064e-05,0,0,0,0.027027027027027,0.0212765957446809,0,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,,,
22a6be92ca8c7c4047a5c357b1b01cbb,0,0,0.0001160216,0,0,0,0,0.027027027027027,0,0,Bacteria,Acidobacteria,Acidobacteria-6,BPC015,,,
d5c41b3e815bae6148daf8a2056dfc48,0,0,0,0.0001068102,0,0,0,0,0.0212765957446809,0,Bacteria,Verrucomicrobia,Opitutae,Puniceicoccales,Puniceicoccaceae,Coraliomargarita,
39133b3349073a13cc7bf9ffe8af0016,0,0,0,0,0.0002057687,0,0.125,0,0,0,Bacteria,Proteobacteria,Deltaproteobacteria,NB1-j,NB1-i,,
2e62b2bb8876e01d5017508495ce4df2,0,0,2.964302e-05,0,0,0,0,0.027027027027027,0,0,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Intrasporangiaceae,,
d3c79477905947f6cd6bdbb755076b2b,0.0001967052,0,0.0002991462,0,0,0.0714285714285714,0,0.027027027027027,0,0,Bacteria,Chloroflexi,Anaerolineae,GCA004,,,
0481a0e3f5e7b0b17fe296a3ae7dcd7a,0.0001290878,0,0,0,0,0.0714285714285714,0,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Phaeobacter,
c9cbfb26a2bbad8eb355303431481c7c,0,0,0,3.040548e-05,0,0,0,0,0.0212765957446809,0,Bacteria,Spirochaetes,[Leptospirae],[Leptospirales],,,
38ea401606037ad5a150dfc4a4b9df63,0,0,0,0,0.0001023332,0,0.125,0,0,0,Bacteria,Proteobacteria,Deltaproteobacteria,,,,
0efcd226aba6ae9be35015d920e62af7,0.0008938988,0,0.000274198,0,0,0.0714285714285714,0,0.027027027027027,0,0,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Psychrobacter,
f64099a4a436aa8850d536e06f3b7d65,0.001334342,0,0,0,0,0.0714285714285714,0,0,0,0,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,
3e6113b2d37be11ea9ea0d1ae0d70a1a,0,0.0001650343,0,0.0009577634,0,0,0,0,0.0212765957446809,0.111111111111111,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,,
f842e02d8a7855fa654cc20e370556d2,0,0,0,8.723889e-05,0,0,0,0,0.0212765957446809,0,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,,
842ba8417c7d103548f43dae058be268,0,0,0,0,8.946464e-06,0,0.125,0,0,0,Bacteria,Acidobacteria,Acidobacteria-6,CCU21,,,
4606a3ce118c5a64ef56aaf3ccf01ebf,0.0004076779,0,0,0,0,0.0714285714285714,0,0,0,0,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,
fc215d8c1f883d48c86952e9ccb4b59e,0,0,0,5.396043e-05,0,0,0,0,0.0212765957446809,0,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,,
c93de2cdf32433bcbf2683d3441ce84c,0,0,0,3.855329e-05,0,0,0,0,0.0212765957446809,0,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,,,
203eb5d4c0f4e3de8015ae0d21305292,0,0,6.647693e-05,0,0,0,0,0.027027027027027,0,0,Bacteria,Chloroflexi,Ellin6529,,,,
f639e7c82a078f7c4cde3ea6f76741b2,0,0,4.855362e-05,0,0,0,0,0.027027027027027,0,0,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,BD2-13,
b1464938db6d8ddf6a048c3cc1d66e30,0,0,0,5.187925e-05,0,0,0,0,0.0212765957446809,0,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfuromonadales,Desulfuromonadaceae,,
d20c6881eab43eca54966223271e2048,0,0,1.283578e-05,0,0,0,0,0.027027027027027,0,0,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,Conexibacteraceae,,
0f29cd212b0d13f45f63b9717493b038,0,0.0006403775,0,0,0,0,0,0,0,0.111111111111111,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,
b991a235bbbea3fc1c7f0603c9e71e77,0,0,0,0,0.0001968222,0,0.125,0,0,0,Bacteria,Proteobacteria,Gammaproteobacteria,[Marinicellales],[Marinicellaceae],,
f976a425942613cd4be9e6115c81413e,0,0.0003656622,0,0,0,0,0,0,0,0.111111111111111,Bacteria,Gemmatimonadetes,Gemm-4,,,,
d30410a5c9f5f6f2cca15967e10b95d6,0,0,0,4.477488e-05,0,0,0,0,0.0212765957446809,0,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobulbaceae,,
16e0520799028e3de103aee82db00d7b,0.00443453,0,0,0,0,0.285714285714286,0,0,0,0,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,PW3,
aefacf15de7c1055392df6fd02d8ff7e,0,0,3.080948e-05,0,0,0,0,0.027027027027027,0,0,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,,,
aeb4de2ccada7328d941975cbe85f91c,0,0,7.517421e-05,0,0,0,0,0.0540540540540541,0,0,Bacteria,Chlamydiae,Chlamydiia,Chlamydiales,Rhabdochlamydiaceae,CandidatusRhabdochlamydia,
d4a1b173bbe404cb61be3111e81b4614,0,0,0,3.056708e-05,0,0,0,0,0.0212765957446809,0,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Corynebacteriaceae,Corynebacterium,
25d6bd3d37230e369a4277594588b7df,0,0.0001123469,0,0,0,0,0,0,0,0.111111111111111,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,,
74b997df2993d8bf09e81a7d81add96b,0,0,2.792229e-05,0,0.0002824969,0,0.125,0.027027027027027,0,0,Bacteria,Proteobacteria,Deltaproteobacteria,NB1-j,,,
130c955f4effc05dbcbcde19138ae318,0,0,3.60067e-05,0,0,0,0,0.027027027027027,0,0,Bacteria,Acidobacteria,Acidobacteria-6,CCU21,,,
85f875b2e2edd405ae442f2e0fefb8d9,0,0.0002974294,0,0,0,0,0,0,0,0.111111111111111,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Roseburia,
01e41203a8b28b62e16df8bf967ebb7f,0,0,0,2.84388e-05,0.0001753429,0,0.125,0,0.0212765957446809,0,Bacteria,Acidobacteria,Acidobacteria-6,CCU21,,,
a57432eaa6b9da0d2c35b5dae75747af,0,0,0,0,0.0001330332,0,0.125,0,0,0,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,,
848474f886f93c38fa79ca7a93efb2f0,0.0002674115,0,0,0,0,0.0714285714285714,0,0,0,0,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,[Amoebophilaceae],,
5d73a3addcc4541732bb717d8016a5ea,0,0,0,5.665845e-05,0,0,0,0,0.0212765957446809,0,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,
1a9a5dc56191835d95104daed442c0f8,0,0,5.584096e-05,0,0,0,0,0.027027027027027,0,0,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,,
b4e01d8d3177f2b5e34fde5dadc32013,0,0.0001218874,0.0003536431,7.46248e-05,0,0,0,0.027027027027027,0.0212765957446809,0.111111111111111,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,,
61de2f211dca29bc93519f74446f09df,0,0,5.203596e-05,0.0001092343,0,0,0,0.027027027027027,0.0212765957446809,0,Bacteria,Firmicutes,Clostridia,Clostridiales,,,
662f4f83cc910cc98b67cf7552aaada0,0,0,0,1.158304e-05,0,0,0,0,0.0212765957446809,0,Bacteria,Planctomycetes,Phycisphaerae,AKAU3564,,,
d67aecb6d2fe7493546388d341ebb94b,0,0,3.722731e-05,0,0,0,0,0.027027027027027,0,0,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,,,
068b86bf39f79d932fb6b94e6114d1d6,0,0,0.0001008308,0,0,0,0,0.027027027027027,0,0,Bacteria,Firmicutes,Bacilli,Turicibacterales,Turicibacteraceae,Turicibacter,
93b3cf817685025818ff7ff3feb95f79,4.453461e-05,0,0,0,0,0.0714285714285714,0,0,0,0,Bacteria,Proteobacteria,Gammaproteobacteria,,,,
0ec7db66d1efdf6af37c3259d1fb8f79,0,0.0004376996,0,0,0,0,0,0,0,0.111111111111111,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,koll13,,
088746d04a8bf9089d5e7aa59431aff2,0,0.0001265765,0,0,0,0,0,0,0,0.111111111111111,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylobacteriaceae,,
54487db7022c2274484d1b51c4431e59,0,0,0,2.165303e-05,0,0,0,0,0.0212765957446809,0,Bacteria,Acidobacteria,Sva0725,Sva0725,,,
838572f1560e28285e1ad3449fa770d3,0,0,0,3.331235e-05,0,0,0,0,0.0212765957446809,0,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae,,
d1c134eb55c9106412a0d47d7bf9ac0b,0,0,3.55494e-05,0,0,0,0,0.027027027027027,0,0,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,subflava
6c73fd161fae81f2d0a1d42fb563c5cf,0,0,0.0001570629,0,0.0002862869,0,0.125,0.027027027027027,0,0,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfuromonadales,Desulfuromonadaceae,,
80163c8f89e9a54b49e018ee3906692a,0,0.0003145714,0,0,0,0,0,0,0,0.111111111111111,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Photobacterium,damselae
c277e6cbfd7af0a32af4c85a1878e18c,0,0,0,7.79903e-05,0,0,0,0,0.0212765957446809,0,Bacteria,Chloroflexi,Anaerolineae,OPB11,,,
790c91f54f71f7f8c247d3b3503abcc2,3.463803e-05,0,0,0,0,0.0714285714285714,0,0,0,0,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,Desulfococcus,
c708b2aeb90ca66b51ec13cfa467409b,0,0,0,4.757331e-05,0,0,0,0,0.0212765957446809,0,Bacteria,Tenericutes,Mollicutes,RF39,,,
6a10fcfd4afb98845a1f018aa01babf9,0,0,2.964302e-05,0,0,0,0,0.027027027027027,0,0,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,,
de972f09b19a9da7b58363cae57564cb,0,0.0010335917,0.0005882137,0.0001327591,0,0,0,0.0810810810810811,0.0212765957446809,0.111111111111111,Bacteria,Proteobacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,Methyloversatilis,
90300982c1b4edeec3ddebd4d67ca5c4,0,0,4.306333e-05,0,0,0,0,0.027027027027027,0,0,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,,,
6c2d1de6b7667753820fbee72f6ada96,0,0,0,6.562799e-05,0,0,0,0,0.0212765957446809,0,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,ACK-M1,,
e1bcb583d5a97bda0b6d2ae82c3fbbb6,0,0,0.0001365277,0,0,0,0,0.027027027027027,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Phaeobacter,
87c368997e922dd3ca44ae7ccf8411a8,0,0,5.647745e-05,0,0,0,0,0.027027027027027,0,0,Bacteria,Tenericutes,,,,,
54b2ed7596a59aa8bcf1d4b4d2089c4a,0,0,0,2.895826e-05,0,0,0,0,0.0212765957446809,0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,,
ce8aac50a3922a4786a29a1ca836c838,0,0,0,7.581613e-05,0,0,0,0,0.0212765957446809,0,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,acetobutylicum
c6e4aeb75157151f5a67d486b15499db,0,0,0.0001045938,0,0,0,0,0.027027027027027,0,0,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Oscillospira,
585a5448bc12e365d902c7c134b9cafe,9.726316e-05,0,0,0,0,0.0714285714285714,0,0,0,0,Bacteria,Acidobacteria,Acidobacteria-6,CCU21,,,
e83a00ca9fc7deaa2f3f18dc84d2e31a,0,0,0.0003759611,0,0,0,0,0.0540540540540541,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,,
04077d8c0af0e56645252a3e6096b612,0,0,6.335221e-05,0,0,0,0,0.027027027027027,0,0,Bacteria,Firmicutes,Clostridia,Clostridiales,,,
157bca8a7f8fdd853b8f7092a5b7e57a,0,0,0,3.265619e-05,0,0,0,0,0.0212765957446809,0,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,
960b11cedf4f85e296b5c653c8323260,0,0,0,5.349238e-05,0,0,0,0,0.0212765957446809,0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,,
3718d4947f74ed5bbef099a1a82376c1,8.332955e-05,0,0,0,0,0.0714285714285714,0,0,0,0,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,
cc72ee2cda638ac67c09050faffbd346,0,0.0002134592,0.0004548286,0,0,0,0,0.0810810810810811,0,0.111111111111111,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Sinobacteraceae,,
9c2e45051ca660ae7d211e07d19100bb,0,0,0.0001788485,0,0,0,0,0.027027027027027,0,0,Bacteria,Chloroflexi,Anaerolineae,S0208,,,
179d4b5460633c4e24d70cba01a59a6b,0,0.000241646,0,0,0,0,0,0,0,0.111111111111111,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Intrasporangiaceae,,
6397a6aff445ef5120a343303a61babc,0,0,4.275348e-05,0,0,0,0,0.0540540540540541,0,0,Bacteria,Acidobacteria,Acidobacteria-6,CCU21,,,
ac9e02168fe78c08e3573c03e6d7fcb2,0,0,0,0,0.0001637331,0,0.125,0,0,0,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,[Weeksellaceae],,
98a7b1408c9b7e2f9cad75752c9768bb,0,0,0,4.886678e-05,0,0,0,0,0.0212765957446809,0,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,,
8e33567f916377e8813c5e41f7619888,0,0,0.0001587873,0.0001098633,0,0,0,0.027027027027027,0.0425531914893617,0,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,
cb87c1b99f8a0cbe42d55487e90a2a0c,0,0,0.0002694341,1.799594e-05,0.0007347221,0,0.125,0.027027027027027,0.0212765957446809,0,Bacteria,Proteobacteria,Deltaproteobacteria,,,,
a3f8b98e58f13ae6f5d138bf7fa49997,0.0008052619,0,0,0,0,0.0714285714285714,0,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Phaeobacter,
dd53e12a3c939b914981013be7bd113e,0,0,0.0002025736,0,0,0,0,0.0540540540540541,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Ruegeria,
161a88031c8eca264a4c4af881dddeac,0,8.603816e-05,0,0,0,0,0,0,0,0.111111111111111,Bacteria,Planctomycetes,,,,,
73927baa3cbe212a7c14c4938ec1dc5c,0,0,0,3.06264e-05,0,0,0,0,0.0212765957446809,0,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Sulfurospirillum,
332b2a4e95373228c7b04fff694cd8d5,0,0,6.631543e-05,0,0,0,0,0.027027027027027,0,0,Bacteria,Acidobacteria,Acidobacteria-6,BPC015,,,
